/* DATA DESCRIPTION:
Citation:	Starr, Aidan; Hall, Ian R; Ziegler, Martin (2020): Pleistocene benthic stable isotopes and ice-rafted debris from the Agulhas Plateau Composite (APcomp). PANGAEA, https://doi.org/10.1594/PANGAEA.921111, 
	In: Starr, A et al. (2020): Pleistocene benthic stable isotopes and and age-depth model from the Agulhas Plateau Composite (APcomp). PANGAEA, https://doi.org/10.1594/PANGAEA.921315
Abstract:	The Agulhas Plateau composite (APcomp) is a stratigraphic framework made up of sediment core sites MD02-2588 (41 19.90'S, 25 49.7'E, 2907m) and IODP Site U1475 (41 25.6'S, 25 15.6'E, 2669m). Stable isotope measurements were performed on 2-3 Cibicidoides wuellerstorfi specimens (250-315μm size fraction) and made on a Thermo Finnigan MAT 253 mass spectrometer linked online to a Carbo Kiel carbonate preparation device at Cardiff University with long-term precision of ±0.05‰ for δ18O and ±0.021‰ for δ13C (±1σ). Results are calibrated to an internal laboratory standard (BCT63) and presented relative to the Vienna Pee Dee Belemnite scale. IRD is defined as detrital mineral grains (excluding volcanic ash) >150μm. IRD is normalized to sample weight (IRD concentration in #/g) and then multiplication by apparent bulk mass accumulation rate derived from estimates of dry bulk density and linear sedimentation rate.
Keyword(s):	Agulhas Plateau; Ice-rafted debris; mid-Pleistocene transition
Supplement to:	Starr, Aidan; Hall, Ian R; Barker, Stephen; Rackow, Thomas; Zhang, Xu; Hemming, Sidney R; van der Lubbe, H J L; Knorr, Gregor; Berke, Melissa A; Bigg, Grant R; Cartagena, Alejandra; Jiménez-Espejo, Francisco Jose; Gong, Xun; Gruetzner, Jens; Lathika, Nambiyathodi; LeVay, Leah J; Robinson, Rebecca S; Ziegler, Martin; IODP Expedition 361 Scientists (accepted): Antarctic Iceberg Melt Potential Trigger for Glacial Deep Water-Mass Reorganizations. Nature
Coverage:	MEDIAN LATITUDE: -41.381600 * MEDIAN LONGITUDE: 25.308600 * SOUTH-BOUND LATITUDE: -41.427000 * WEST-BOUND LONGITUDE: 25.260000 * NORTH-BOUND LATITUDE: -41.200000 * EAST-BOUND LONGITUDE: 25.500000
	DATE/TIME START: 2002-10-01T00:00:00 * DATE/TIME END: 2016-02-27T04:15:00
	MINIMUM ELEVATION: -2907.0 m * MAXIMUM ELEVATION: -2680.4 m
Event(s):	361-U1475B * LATITUDE: -41.427000 * LONGITUDE: 25.261000 * DATE/TIME: 2016-02-24T01:55:00 * ELEVATION: -2680.5 m * Penetration: 243.9 m * Recovery: 250.31 m * CAMPAIGN: Exp361 (South African Climates (Agulhas LGM Density Profile)) (URI: http://publications.iodp.org/proceedings/361) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 26 cores, 0 m drilled, 103% recovery
	361-U1475C * LATITUDE: -41.427000 * LONGITUDE: 25.261000 * DATE/TIME: 2016-02-25T04:55:00 * ELEVATION: -2680.4 m * Penetration: 275 m * Recovery: 280.7 m * CAMPAIGN: Exp361 (South African Climates (Agulhas LGM Density Profile)) (URI: http://publications.iodp.org/proceedings/361) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 29 cores, 3 m drilled, 103% recovery
	361-U1475E * LATITUDE: -41.427000 * LONGITUDE: 25.261000 * DATE/TIME: 2016-02-27T04:15:00 * ELEVATION: -2682.9 m * Penetration: 277 m * Recovery: 277.2 m * CAMPAIGN: Exp361 (South African Climates (Agulhas LGM Density Profile)) (URI: http://publications.iodp.org/proceedings/361) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 29 cores, 6.5 m drilled, 102% recovery
	361-U1475F * LATITUDE: -41.427000 * LONGITUDE: 25.260000 * DATE/TIME: 2016-02-27T04:15:00 * ELEVATION: -2680.4 m * Penetration: 133.5 m * Recovery: 55.37 m * CAMPAIGN: Exp361 (South African Climates (Agulhas LGM Density Profile)) (URI: http://publications.iodp.org/proceedings/361) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 6 cores, 76.5 m drilled, 97% recovery
	MD02-2588 (MD02-2588Q) * LATITUDE: -41.200000 * LONGITUDE: 25.500000 * DATE/TIME: 2002-10-01T00:00:00 * ELEVATION: -2907.0 m * LOCATION: Southern Ocean * CAMPAIGN: MD128 (SWAF) (URI: https://doi.org/10.17600/2200060) * BASIS: Marion Dufresne (1995) (URI: http://www.institut-polaire.fr/ipev/bases_et_navires/le_marion_dufresne) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	Event label (Event) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk)
	Latitude of event (Latitude) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk)
	Longitude of event (Longitude) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk)
	Date/Time of event (Date/Time) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk)
	Sample ID (Sample ID) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk)
	Depth, composite [mcd] (Depth comp) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * COMMENT: Agulhas Plateau Composite scale
	AGE [ka BP] (Age) * GEOCODE * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * COMMENT: median
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * METHOD/DEVICE: Thermo Finnigan MAT 253 mass spectrometer
	Cibicidoides wuellerstorfi, δ13C [‰ PDB] (C. wuellerstorfi δ13C) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * METHOD/DEVICE: Thermo Finnigan MAT 253 mass spectrometer
	Ice rafted debris [#/g] (IRD) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * COMMENT: grains >150 µm per gram sediment
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * METHOD/DEVICE: Thermo Finnigan MAT 253 mass spectrometer * COMMENT: with 0.64 permille
	Sedimentation rate [cm/ka] (Sed rate) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * COMMENT: median
	Density, dry bulk [g/cm**3] (DBD) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk)
	Accumulation rate, sediment [g/cm**2/ka] (MAR) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * COMMENT: median
	Accumulation rate, ice rafted debris by number [#/cm**2/ka] (Acc rate IRD) * PI: Starr, Aidan (https://orcid.org/0000-0003-1854-4412, StarrA1@Cardiff.ac.uk) * COMMENT: Apparent MAR
Change history:	2020-11-15T10:02:58 - The depth parameter was changed from "Depth, relative" to "Depth, composite"
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	17745 data points
*/
Event	Latitude	Longitude	Date/Time	Sample ID	Depth comp [mcd] (Agulhas Plateau Composite scale)	Age [ka BP] (median)	C. wuellerstorfi δ18O [‰ PDB]	C. wuellerstorfi δ13C [‰ PDB]	IRD [#/g] (grains >150 µm per gram sediment)	C. wuellerstorfi δ18O [‰ PDB] (with 0.64 permille)	Sed rate [cm/ka] (median)	DBD [g/cm**3]	MAR [g/cm**2/ka] (median)	Acc rate IRD [#/cm**2/ka] (Apparent MAR)
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-0.5	0.005	0.3	3.040	0.580	1.08	3.68		0.863310000		
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-1.5	0.015	0.9	3.630	0.250	0.87	4.27	1.702786378	0.863330000	1.470066563	1.274854472
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-2.5	0.025	1.5	2.930	0.670	0.00	3.57	1.702786378	0.863350000	1.470100619	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-3.5	0.035	2.1			0.00		1.702786378	0.863370000	1.470134675	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-4.5	0.045	2.6	2.710	0.800	0.00	3.35	1.702786378	0.863390000	1.470168731	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-5.5	0.055	3.2	3.180	0.550	0.00	3.82	1.702786378	0.863410000	1.470202786	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-6.5	0.065	3.6	2.810	0.670	0.00	3.45	2.849002849	0.863430000	2.459914530	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-7.5	0.075	3.9	2.960	0.720	0.00	3.60	2.747252747	0.863450000	2.372115385	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-8.5	0.085	4.3	2.740	0.850	0.00	3.38	2.695417790	0.863470000	2.327412399	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-9.5	0.095	4.7	2.750	0.740	0.00	3.39	2.758620690	0.863490000	2.382041379	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-10.5	0.105	5.0	2.720	0.730	0.00	3.36	2.777777778	0.863510000	2.398638889	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-11.5	0.115	5.4	3.000	0.730	0.00	3.64	2.656042497	0.863530000	2.293572377	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-12.5	0.125	5.8	2.850	0.820	0.00	3.49	2.538071066	0.863550000	2.191751269	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-13.5	0.135	6.2	2.800	0.520	0.00	3.44	2.466091245	0.863570000	2.129642417	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-14.5	0.145	6.6	3.040	0.540	0.00	3.68	2.436053593	0.863590000	2.103751523	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-15.5	0.155	7.0	3.020	0.700	0.00	3.66	2.481389578	0.863610000	2.142952854	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-16.5	0.165	7.4	2.980	0.720	0.00	3.62	2.820874471	0.863630000	2.436191819	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-17.5	0.175	7.7	3.010	0.700	0.00	3.65	3.610108303	0.863650000	3.117870036	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-18.5	0.185	7.9	3.070	0.540		3.71	4.089979550	0.863670000	3.532392638	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-19.5	0.195	8.2	3.000	0.550		3.64	4.032258065	0.863690000	3.482620968	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-20.5	0.205	8.4	2.750	0.620		3.39	4.056795132	0.863710000	3.503894523	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-21.5	0.215	8.6	3.180	0.530		3.82	4.081632653	0.863730000	3.525428571	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-22.5	0.225	8.9	3.140	0.380		3.78	3.571428571	0.863750000	3.084821429	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-23.5	0.235	9.3	3.150	0.450		3.79	2.865329513	0.863770000	2.474985673	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-24.5	0.245	9.7	3.240	0.580		3.88	2.583979328	0.863790000	2.232015504	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-25.5	0.255	10.1	3.250	0.410	0.00	3.89	2.544529262	0.863810000	2.197989822	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-26.5	0.265	10.4	3.370	0.420		4.01	2.528445006	0.863830000	2.184146650	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-27.5	0.275	10.8	3.320	0.490		3.96	2.534854246	0.863850000	2.189733840	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-28.5	0.285	11.2					2.551020408	0.863870000	2.203750000	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-29.5	0.295	11.6	3.550	0.450		4.19	2.564102564	0.863890000	2.215102564	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-30.5	0.305	12.0	3.570	0.270	0.00	4.21	2.570694087	0.863910000	2.220848329	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-31.5	0.315	12.4	3.660	0.260		4.30	2.607561930	0.863930000	2.252750978	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-32.5	0.325	12.8	3.370	0.470	0.00	4.01	2.766251729	0.863950000	2.389903181	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-33.5	0.335	13.1	3.590	0.460	0.25	4.23	2.976190476	0.863970000	2.571339286	0.654305617
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-34.5	0.345	13.4	3.580	0.520	0.49	4.22	3.044140030	0.863990000	2.630106545	1.282431423
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-35.5	0.355	13.8	3.710	0.370	0.00	4.35	3.021148036	0.864010000	2.610302115	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-36.5	0.365	14.1	3.690	0.380	0.00	4.33	2.971768202	0.864030000	2.567696880	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-37.5	0.375	14.4	3.730	0.370		4.37	2.906976744	0.864050000	2.511773256	
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-38.5	0.385	14.8	3.770	0.340	0.00	4.41	2.898550725	0.864070000	2.504550725	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-39.5	0.395	15.1	4.020	0.170	0.00	4.66	2.941176471	0.864090000	2.541441176	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-40.5	0.405	15.4	3.840	0.190	0.60	4.48	3.412969283	0.864110000	2.949180887	1.777909153
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-41.5	0.415	15.6	4.060	-0.010	0.46	4.70	4.962779156	0.864130000	4.288486352	1.964604639
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-42.5	0.425	15.8	3.710	0.330	0.00	4.35	6.825938567	0.864150000	5.898634812	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-43.5	0.435	15.9	4.250	0.250	0.36	4.89	7.168458781	0.864170000	6.194767025	2.227031690
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-44.5	0.445	16.0	4.030	0.250	0.00	4.67	6.756756757	0.864190000	5.839121622	0.000000000
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-45.5	0.455	16.3	4.200	-0.030	1.55	4.84	4.807692308	0.864210000	4.154855769	6.428348276
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-46.5	0.465	16.6	4.370	-0.020	1.84	5.01	3.246753247	0.864230000	2.805941558	5.151234015
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-47.5	0.475	16.9	4.440	0.130	1.46	5.08	2.793296089	0.864250000	2.414106145	3.527092910
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-48.5	0.485	17.3	4.420	0.110	1.62	5.06	2.773925104	0.864270000	2.397420250	3.885476989
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-49.5	0.495	17.6	4.550	-0.070	1.76	5.19	2.773925104	0.864290000	2.397475728	4.213886594
MD02-2588	-41.200	25.500	2002-10-01	MD02-2588-50.5	0.505	18.0	4.460	-0.150	0.96	5.10	2.781641168	0.864310000	2.404200278	2.300670123
